epoch,step,test_acc,test_f1,train_loss,val_acc,val_f1
0,49,,,0.6723839640617371,,
0,65,,,,0.555343508720398,0.624193549156189
1,99,,,0.6683784127235413,,
1,131,,,,0.5839694738388062,0.6599063873291016
2,149,,,0.668096125125885,,
2,197,,,,0.6331107020378113,0.5117460489273071
3,199,,,0.668995201587677,,
3,249,,,0.633928120136261,,
3,263,,,,0.6655534505844116,0.6019307374954224
4,299,,,0.5999087691307068,,
4,329,,,,0.6579198241233826,0.7072274684906006
5,349,,,0.6195610165596008,,
5,395,,,,0.6564885377883911,0.6982397437095642
6,399,,,0.6067572236061096,,
6,449,,,0.6060732007026672,,
6,461,,,,0.7189885377883911,0.734325647354126
7,499,,,0.5413429737091064,,
7,527,,,,0.7519084215164185,0.7490347623825073
8,549,,,0.5445716977119446,,
8,593,,,,0.7915076613426208,0.7867252230644226
9,599,,,0.5097071528434753,,
9,649,,,0.46277955174446106,,
9,659,,,,0.7690839767456055,0.7929854393005371
10,660,0.7892227172851562,0.8246031999588013,,,
