id,name,slug,product_sku,is_published,description,image_url,score,price,stock,calories,protein,carbs,fats,fiber,sugar,ingredients,created_at,updated_at,old_price,raw_category,category_Detox,category_EnergyDrinks,category_HealthySnacks,category_OrganicFoods,category_Supplements,category_Vitamins,category_WeightLoss,allergen_lactose,allergen_may contain traces of nuts,allergen_none,allergen_fish,allergen_dairy,allergen_eggs,allergen_gluten,allergen_nuts,allergen_soy,cluster_0,cluster_1,cluster_2,cluster_3,health_score
001552a8-d8fe-4664-a969-e7ba91d3c314,Collagen Powder 10,collagen-powder-10,,1,Collagen Powder 10 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/hYI8Lyo75xdTralTS1M7Cytq7OB1iKyObvOvp7V5.png,4,0.8701717901060437,928,0.4822246619018722,0.6523558257806837,0.6974630051635802,0.8186720687910748,0.5666620267290894,0.8557943061997395,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9376731843829135
004111ee-d2bb-4e92-8b81-d4b4a6883af2,BCAA Powder 13,bcaa-powder-13,,1,BCAA Powder 13 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/70XJb0TbE8WYt5XTzXSqoYWHmkZQ0CYywZg9wMeW.webp,3,0.7504919575367452,605,0.6099836901114084,0.6098681622198213,0.8519443031609923,0.9042486604437607,0.4686790650623293,0.7466096449557734,Sample ingredients,2025-04-16 22:19:12,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1.1822947682287919
00465fce-0e8f-465f-8e1e-da8008d5938f,Immune Gummies 17,immune-gummies-17,,1,Immune Gummies 17 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/QnsDn1IygyGKDvAZEf9nC69wNEQRrgNRYvuuNGrq.png,4,0.33323490692436764,90,0.21505387160461953,0.8186720687910748,0.9574702527640595,0.8814571719444104,0.9597696991123383,0.6691418949607961,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Supplements,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.012788829393587164
00b286d2-5c3d-438a-b649-0ca2e744756e,Ashwagandha 4,ashwagandha-4,,1,Ashwagandha 4 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/SpwQb1JWtSHczIOH2blFVP4Nt1RGIh2o38XGbUU8.jpg,4,0.8912273304331035,859,0.7582507204524334,0.7351220597983265,0.7440731378420168,0.8082896158713685,0.9254704927837457,0.0,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.09405221625827032
00fc0e47-da0d-4f51-addb-b142ccd8efcc,Meal Shake 5,meal-shake-5,,1,Meal Shake 5 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/ut7DFHKjVoKlSdmE99d5fdKKJoIZC9AgsU4IAZSZ.png,5,0.7788204617725432,80,0.7001741208031744,0.925164668913849,0.7824103183150795,0.994963503179957,0.6398464660748923,0.95739304303974,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.0875195320341302
0140b3aa-e06e-46b5-94a5-31889f2a39c8,Energy Gel 1,energy-gel-1,,1,Energy Gel 1 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/A2v8Ks4CHRtzafmgBNDHwAXe6gY3u8zT60bhB11D.webp,5,0.8537745833093227,962,0.8714652024729104,0.6887513471002596,0.9651638088320625,0.9845810502602507,0.521772319619546,0.6457112531348924,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1.2912338391482479
014ec454-c63e-45e9-b614-aeb1be2b8968,Fat Burner 11,fat-burner-11,,1,Fat Burner 11 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/IVCYmAtKGCk9e26eiXKFwYv47yP6GimsPpDI5FUW.webp,4,0.22848249278467736,705,0.6414632015180712,0.9506193731418277,0.6697641897061286,0.1762914343888821,0.9999999999999999,0.915882961356025,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.21698177587884915
01743f91-ec6d-47f3-be81-464ff4c788c8,Herbal Detox 13,herbal-detox-13,,1,Herbal Detox 13 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/MHhllfwlUTfxcgse7yFItpbELNUevWkACtVhuoTZ.webp,5,0.806103519321246,130,0.6820742312975356,0.8186720687910748,0.8388082167694871,0.8892834749245435,0.31992323303744613,0.9795383243914376,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.412300728784996
02231503-5100-4b0f-ae35-9cdbb91f0304,Prebiotic Capsules 3,prebiotic-capsules-3,,1,Prebiotic Capsules 3 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/jbGZWOUwLWWaTN2PtK70DNwXxuOIDLTQtppjE0bA.webp,4,0.42503110511941333,95,0.8324958624787888,0.8650427814891417,0.8476534883872682,0.8382459381141666,0.8574402884555583,0.806698300112059,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.7549570307603144
034dd2fb-f713-44ec-b63e-05ab663e8cba,Low Sugar Snack 18,low-sugar-snack-18,,1,Low Sugar Snack 18 - Premium quality.,,4,0.47876799512032875,350,0.765957294424702,0.8733823738022095,0.9205599781297086,0.797465225780268,0.9999999999999999,0.0,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.30995985359723943
03de67fb-14d5-48fe-a6a4-8218c2f8212a,Magnesium Complex 19,magnesium-complex-19,,1,Magnesium Complex 19 - Premium quality.,,4,0.48216194462314443,239,0.7780147119322021,0.8082896158713685,0.649112469029166,0.994963503179957,0.9487794636410023,0.29583707248290936,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,-0.3117462080826975
03feb8cf-0867-4a65-b10c-f6ec9f6ffe44,Isolate Protein 6,isolate-protein-6,,1,Isolate Protein 6 - Premium quality.,,3,0.9655429446922017,726,0.603409243896224,0.4093360343955374,0.6697641897061286,0.4949126260482233,0.31992323303744613,0.924712687084787,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.2937752895962507
040bcca6-e25c-4be0-8fa1-a12b37e60577,Pre-Workout Booster 12,pre-workout-booster-12,,1,Pre-Workout Booster 12 - Premium quality.,,4,0.7971903555476432,147,0.5048745230149951,0.2794153127047222,0.45057144967106383,0.9042486604437607,0.5666620267290894,0.9495872064079017,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.512633050432846
041f907b-3c60-4491-b3fa-40e7d9955941,Protein Cookie 7,protein-cookie-7,,1,Protein Cookie 7 - Premium quality.,,4,0.5141171993769176,844,0.24088436217464193,0.6887513471002596,0.764088502509945,0.2794153127047222,0.9254704927837457,0.778326556204762,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.31559560879987925
04630bff-f7b3-47ef-98f4-b16383f0c9ca,Protein Bar 6,protein-bar-6,,1,Protein Bar 6 - Premium quality.,,5,0.8151152950339082,409,0.41992781209382835,0.994963503179957,0.799302952252854,0.7351220597983265,0.9001321988972735,0.887511217448728,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Supplements,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.1474653872636521
048b941d-dcea-4773-962f-3f51a12de90f,Fiber Boost 15,fiber-boost-15,,1,Fiber Boost 15 - Premium quality.,,4,0.863538122043848,198,0.33538640223870275,0.925164668913849,0.9574702527640595,0.994963503179957,0.9487794636410023,0.8323636643738358,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,Supplements,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.28876943723764426
04ff23f1-ea72-4d9b-af99-9b43d9bf2a44,Caffeine Tablets 2,caffeine-tablets-2,,1,Caffeine Tablets 2 - Premium quality.,,3,0.6862849986344073,484,0.5290396968879352,0.7488732345249669,0.9011428993421277,1.0,0.6705281516444292,0.7292305501170816,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Detox,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.8388688608356206
057f61bb-4020-4eb6-8d9d-cd7b318a938f,Protein Bar 3,protein-bar-3,,1,Protein Bar 3 - Premium quality.,,4,0.9689741267576111,626,0.7260046113731968,0.9444905277071527,0.9626295218680472,0.9506193731418277,0.9805790264997009,0.7466096449557734,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.4981640752639446
058f6dd1-6fa8-42a0-9962-dcad86cb8fc4,Plant Protein 14,plant-protein-14,,1,Plant Protein 14 - Premium quality.,,4,0.3971858314258938,307,0.48799697260047714,0.9317711384854058,0.8519443031609923,0.8814571719444104,0.9001321988972735,0.7928859131524942,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.3304367203147025
05e1997c-2102-47dc-9e25-4b7549be2c0e,BCAA Powder 5,bcaa-powder-5,,1,BCAA Powder 5 - Premium quality.,,3,0.9402049097587117,58,0.7897516282660446,0.6098681622198213,0.9912440990023085,0.5588306254094444,0.6982831123151736,0.5239995654055677,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5644305445460619
061a308e-5f33-4445-9d8e-4f48a7f1dcad,Protein Bar 1,protein-bar-1,,1,Protein Bar 1 - Premium quality.,,5,0.950901631883333,192,0.5130773993994169,0.5288743031666462,0.8907403066013384,0.4093360343955374,0.5666620267290894,1.0,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.8268771038992186
