user_id,product_id,target,has_bought,has_wishlisted,has_reviewed,user_rating,gender,score_in_app,price,stock,calories,protein,carbs,fats,fiber,sugar,category_Detox,category_EnergyDrinks,category_HealthySnacks,category_OrganicFoods,category_Supplements,category_Vitamins,category_WeightLoss,allergen_eggs,allergen_lactose,allergen_none,allergen_nuts,allergen_gluten,allergen_soy,allergen_fish,cluster_0,cluster_1,cluster_2,cluster_3,health_score,total_units_sold,wishlist_count,average_rating,review_count,avg_likes_per_review
1,1fc48b29-8b90-4d92-b950-0170c40fa03a,1,0.0,1.0,0.0,0.0,1,0.025512756378189,0.3889549311603153,586,0.1334798212285926,0.8564204378649686,0.2380462838747353,0.6319981814824864,0.7469303770589024,0.8773484072743343,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.0394755950615424,0.7659574468085106,0.42857142857142855,0.2,0.16666666666666666,0.0
1,34d97c50-addc-4239-a141-7aec1d9dc5ef,1,0.0,1.0,0.0,0.0,1,0.025512756378189,0.8309245098439537,338,0.5290396968879352,0.7051657375555284,0.6007619328947518,0.8892834749245435,0.4686790650623293,0.906753866493523,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1.151232235688144,0.5531914893617021,0.5238095238095237,1.0,0.3333333333333333,0.0
1,4e40e7d5-66eb-43b6-9ec5-c327fae8c925,1,0.0,1.0,0.0,0.0,1,0.025512756378189,0.9869556770675728,136,0.1071092714730268,0.7619189031733016,0.5195737064824407,0.7051657375555284,0.9373581301246586,0.924712687084787,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.0377106628153819,0.425531914893617,0.2857142857142857,0.6000000000000001,0.16666666666666666,0.0
1,59bb8b3f-cc36-4066-86cc-dec0f7dd4e2c,1,0.0,1.0,0.0,0.0,1,0.025512756378189,0.126019092293447,745,0.8948964537369635,0.918382006208717,0.9867297885250814,0.6887513471002596,1.0,0.806698300112059,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.4719640947405653,0.3404255319148936,0.23809523809523808,0.0,0.0,0.0
1,7c102b13-a50a-4505-9c5f-5f80cbc90620,1,1.0,0.0,0.0,0.0,1,0.025512756378189,0.6012841762563352,193,0.7141381454277866,0.9042486604437608,0.8942636210657047,0.994963503179957,0.7469303770589024,0.887511217448728,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.9454338285538084,0.36170212765957444,0.14285714285714285,1.0,0.16666666666666666,0.0
1,f4ebb83b-5b8e-4034-9d20-1dee78b13afe,1,0.0,1.0,0.0,0.0,1,0.025512756378189,0.2605994319240621,558,0.3353864022387027,0.4557067470936042,0.8907403066013384,0.3525828687777642,0.7236214062016458,0.6906959960353909,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.1993371137566076,0.44680851063829785,0.3333333333333333,0.8,0.16666666666666666,0.0
1,f922491f-fff4-44ed-a7db-f6d5089dad95,1,1.0,0.0,0.0,0.0,1,0.025512756378189,0.9048509354244656,317,0.2700097834919097,0.9444905277071528,0.9412116988066712,0.7619189031733016,0.5666620267290894,0.6906959960353909,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.2114721282643601,0.9148936170212766,0.6666666666666666,1.0,0.5,0.0
2,1fc16ec3-75b4-4969-be73-19977c742805,1,0.0,1.0,0.0,0.0,0,0.2506253126563281,0.9767544718448068,891,0.5444450550426911,0.6887513471002596,0.8248240703312607,0.5288743031666462,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,-0.3845680111090777,,,,,
2,7c102b13-a50a-4505-9c5f-5f80cbc90620,1,0.0,1.0,0.0,0.0,0,0.2506253126563281,0.6012841762563352,193,0.7141381454277866,0.9042486604437608,0.8942636210657047,0.994963503179957,0.7469303770589024,0.887511217448728,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.9454338285538084,0.36170212765957444,0.14285714285714285,1.0,0.16666666666666666,0.0
2,824d5d31-108d-4e87-8a0e-c77b14b2a94b,1,0.0,1.0,0.0,0.0,0,0.2506253126563281,0.4401187383464353,245,0.4232604730483389,0.9506193731418277,0.8295864392961818,0.6712040604371053,0.8574402884555583,0.4333934776341722,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.2802016504777692,0.6382978723404256,0.5714285714285714,1.0,0.16666666666666666,0.0
2,9a38aafe-d41d-49a1-abaa-50044b87275b,1,0.0,1.0,0.0,0.0,0,0.2506253126563281,0.982164433999068,883,0.7391869479189188,0.7205846872952778,0.5384272503221113,0.0,0.7469303770589024,0.778326556204762,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.0499984397695004,0.21276595744680848,0.3333333333333333,0.0,0.0,0.0
2,a9588a0c-db21-423a-993f-8c5ff9d4bb95,1,0.0,1.0,0.0,0.0,0,0.2506253126563281,0.7936604952181707,511,0.9028122312982504,0.9382103375621836,0.8098747594226536,0.6098681622198213,0.8250506409446555,0.5916741449658187,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.3410935599770511,0.23404255319148937,0.2857142857142857,1.0,0.16666666666666666,0.0
2,b54604f8-84a4-446d-b7ed-9e04b3be2965,1,0.0,1.0,0.0,0.0,0,0.2506253126563281,0.917322349999987,64,0.8738650751215651,0.918382006208717,0.988998699993175,0.9506193731418277,0.4686790650623293,0.95739304303974,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.3948164200320865,0.574468085106383,0.8571428571428571,0.8,0.16666666666666666,0.0
3,16bdbdf8-2f1a-4b10-88ad-a6496c5e47ce,1,0.0,1.0,0.0,0.0,1,0.1425712856428214,0.9138017250470344,850,0.8567854413336622,0.7351220597983265,0.9750145535549488,0.925164668913849,0.8073963463283993,0.2958370724829093,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.5352687766036947,0.2765957446808511,0.3333333333333333,0.0,0.0,0.0
3,246d338d-26cb-4033-bc53-23be8c08b605,1,1.0,0.0,0.0,0.0,1,0.1425712856428214,0.6011758304628945,339,0.8338081234161725,0.8814571719444104,0.4760925677494707,0.6887513471002596,0.8250506409446555,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.183948342372634,0.36170212765957444,0.19047619047619047,0.0,0.0,0.0
3,43b1ec19-19bf-4712-afec-6aca8e054b77,1,0.0,1.0,0.0,0.0,1,0.1425712856428214,0.5202465979598441,363,0.6554193444552292,0.6098681622198213,0.5384272503221113,0.6887513471002596,0.9373581301246586,0.8667869552683445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.6637313544793534,0.7872340425531915,0.8095238095238095,0.9333333333333335,0.5,0.0
3,48d51432-4d4c-40cd-9d04-20ee2edec490,1,1.0,0.0,0.0,0.0,1,0.1425712856428214,0.5810127519208179,299,0.8762519754222888,0.9845810502602508,0.6974630051635802,0.6098681622198213,0.6705281516444292,0.9649789674437054,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.7959899031811355,0.3829787234042553,0.2857142857142857,0.0,0.0,0.0
3,4cfa1cdb-ed43-4205-8eaa-760555f558a8,1,0.0,1.0,0.0,0.0,1,0.1425712856428214,0.4737724923627893,87,0.6291393649964536,0.2794153127047222,0.9867297885250814,0.8474954948259875,0.9904513846818752,0.2958370724829093,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.502605234918753,0.3829787234042553,0.2857142857142857,1.0,0.5,0.0
3,755cb1b8-a3e0-4755-a7d5-1a333efb8b87,1,0.0,1.0,0.0,0.0,1,0.1425712856428214,0.5304927508888428,843,0.8868361820624691,0.8286472601695658,0.6697641897061286,0.8286472601695658,0.841695552656992,0.9933507113510024,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1.0384913407564795,,,,,
4,1fc03b01-904d-43b7-9609-426765b94e35,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.8865743645864383,536,0.6454958823352388,0.2794153127047222,0.8199546729298165,0.5588306254094444,0.8723772382265289,0.9332620561947168,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.9857960130081488,0.3191489361702127,0.23809523809523808,0.0,0.0,0.0
4,20c5fa79-4844-4783-b964-ff948dfd5597,1,1.0,0.0,1.0,0.8,1,0.6928464232116057,0.9274593767204322,209,0.1583638962610118,0.7488732345249669,1.0,0.9382103375621836,0.6055472597462994,0.7466096449557734,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4887633845077027,0.574468085106383,0.6190476190476191,0.75,0.6666666666666666,0.0
4,24edd48b-3759-4251-9467-8f77b9d1b37c,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.8356005080159867,578,0.8390185140214077,0.89687612168416,0.907810473580864,0.9506193731418277,0.9373581301246586,0.7292305501170816,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.6846341854714982,0.44680851063829785,0.19047619047619047,0.8,0.5,0.0
4,40dc044f-24aa-4534-ade3-5d2ab1c41baa,1,0.0,1.0,0.0,0.0,1,0.6928464232116057,0.109977168028639,840,0.1583638962610118,0.6712040604371053,0.9574702527640596,0.4949126260482233,0.9597696991123384,0.924712687084787,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0529845501554215,0.2978723404255319,0.19047619047619047,0.9,0.3333333333333333,0.0
4,6e01f059-1b22-41f6-8a3f-d47e9453e29b,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.6107186196505727,176,0.3590478914700028,0.9681666598049816,0.613898019286257,0.6098681622198213,0.9904513846818752,0.778326556204762,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.211375434592271,0.4680851063829787,0.19047619047619047,0.0,0.0,0.0
4,6f69b9aa-1a21-4ec7-aa86-72e9777fc4ff,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.4428926128964039,141,0.5989712620130152,0.2794153127047222,0.4505714496710638,0.4557067470936042,0.8865852597665356,0.8973043878834545,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.785981824518816,0.6382978723404256,0.9523809523809523,0.8,0.16666666666666666,0.0
4,842ce9c6-5c95-454c-9601-3215a5d89f43,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.9216716710454682,364,0.8505218543220592,0.4093360343955374,0.5557708294077383,0.7051657375555284,0.6055472597462994,0.8443337464867927,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3851380442225434,0.19148936170212766,0.047619047619047616,0.0,0.0,0.0
4,84689817-7f79-47fb-999f-0274b23e60f3,1,1.0,0.0,1.0,1.0,1,0.6928464232116057,0.5105582131684474,697,0.6820742312975356,0.4557067470936042,0.649112469029166,0.7488732345249669,0.8073963463283993,0.8973043878834545,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.0651487602839531,0.21276595744680848,0.09523809523809523,0.6000000000000001,0.3333333333333333,0.0
4,98b02624-20b7-4e06-88f7-31689ef66614,1,0.0,1.0,0.0,0.0,1,0.6928464232116057,0.9933422881664372,349,0.2097013760038233,0.1762914343888821,0.8149733256083747,0.9737566601691502,0.6705281516444292,0.8773484072743343,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,-1.2139868574139965,0.48936170212765956,0.2857142857142857,0.5,0.3333333333333333,0.0
4,9b7b8515-15fb-4ead-ace8-8c857bb06fa6,1,1.0,0.0,1.0,1.0,1,0.6928464232116057,0.7110150037573624,271,0.674621303652507,0.9624510309975854,0.7509524161184398,0.7351220597983265,0.2018490865820998,0.6200458888731157,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,-0.865489134744264,0.5319148936170213,0.09523809523809523,0.9,0.3333333333333333,0.0
4,a7a3f6ef-260e-4064-adf7-fb19799b933a,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.88968164168252,308,0.4822246619018722,0.7051657375555284,0.9521851354989412,1.0,0.8723772382265289,0.7292305501170816,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6339122362368966,0.44680851063829785,0.09523809523809523,0.0,0.0,0.0
4,aaa3fb8d-7cc4-4c11-8cd5-191b9f172235,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.8944165015219112,400,0.5494630122284387,0.6887513471002596,0.757619990357176,0.8286472601695658,0.2018490865820998,0.8443337464867927,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3318435852024375,0.36170212765957444,0.09523809523809523,0.0,0.0,0.0
4,b0472857-363e-412c-b163-334458fc4773,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.9377358881603632,917,0.6164616861976053,0.9624510309975854,0.0,0.9737566601691502,0.8250506409446555,0.778326556204762,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.5810432306292764,0.40425531914893614,0.23809523809523808,0.8,0.5,0.0
4,c40da4c9-8404-4612-94cf-30917d1751b5,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.9440869012271332,276,0.717561228309602,0.7051657375555284,0.9934664678721488,0.925164668913849,0.9487794636410024,0.9795383243914376,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.9683190204183578,0.2765957446808511,0.09523809523809523,0.0,0.0,0.0
4,ca6d2fc5-f920-445d-932d-717b55718c50,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.8785941884965043,792,0.8245393322544252,0.8082896158713685,0.9236334915818912,0.5588306254094444,0.6982831123151736,0.2958370724829093,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.172634301960237,0.2765957446808511,0.23809523809523808,0.8,0.16666666666666666,0.0
4,cdb8f674-2cee-4a8f-8d65-ceeae4cef573,1,1.0,0.0,1.0,0.8,1,0.6928464232116057,0.2735053017684556,923,0.859266208984572,0.4949126260482233,0.7764735341968465,0.9382103375621836,0.3199232330374461,0.5239995654055677,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.5066402528666538,0.1276595744680851,0.19047619047619047,0.8,0.16666666666666666,0.0
4,cf288afe-caea-4ba4-8719-0d757b318ba8,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.6942969030567889,200,0.7720271560524148,0.7619189031733016,0.4760925677494707,0.7619189031733016,0.4036981731641996,0.7928859131524942,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.1612148960407094,0.2978723404255319,0.23809523809523808,0.0,0.0,0.0
4,d626479d-0309-42a0-b75a-6dc89cf9235d,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.4474783529750681,168,0.6514766800445402,0.9114134941872084,0.5718284755479183,0.3525828687777642,0.4686790650623293,0.9649789674437054,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.5889459570164719,0.3829787234042553,0.2857142857142857,0.0,0.0,0.0
4,edf6a66d-b62c-415f-bffb-d4a299f87c5a,1,0.0,1.0,0.0,0.0,1,0.6928464232116057,0.2938040885235629,512,0.4674548743458875,0.3525828687777642,0.6596842761989657,0.1762914343888821,0.7886022980997754,0.8667869552683445,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-0.3693480971255743,0.574468085106383,0.47619047619047616,1.0,0.16666666666666666,0.0
4,f1de74cd-3e08-4b05-9ad2-4d37280237fa,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.9525519903353998,319,0.7192628700317638,0.797465225780268,0.9574702527640596,0.9506193731418277,0.6055472597462994,0.9649789674437054,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.2318487250907295,0.36170212765957444,0.23809523809523808,0.7333333333333334,0.5,0.0
4,f922491f-fff4-44ed-a7db-f6d5089dad95,1,1.0,0.0,0.0,0.0,1,0.6928464232116057,0.9048509354244656,317,0.2700097834919097,0.9444905277071528,0.9412116988066712,0.7619189031733016,0.5666620267290894,0.6906959960353909,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.2114721282643601,0.9148936170212766,0.6666666666666666,1.0,0.5,0.0
5,041f907b-3c60-4491-b3fa-40e7d9955941,1,0.0,1.0,0.0,0.0,1,0.6048024012006002,0.5141171993769176,844,0.2408843621746419,0.6887513471002596,0.764088502509945,0.2794153127047222,0.9254704927837456,0.778326556204762,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.3155956087998792,0.6382978723404256,0.6190476190476191,0.8,0.5,0.0
